,created_timestamp,post_id,post_message,post_url,page_id,page_name,source_relation,platform,clicks,impressions,likes
0,2019-03-07 13:30:42+00:00,204839736199042_2680920695257588,"La digitalisation des #ressources #humaines est un sujet d’actualité de nos jours. Qu’est-ce que les entreprises en attendent ? Optimisation des processus, gains d’efficacité et de rapidité, et finalement modernisation de la fonction RH.
Pour avoir des informations supplémentaires : 
➡️ www.kertys.com
➡️ www.kertys.com/demande-de-demo/

#Kertys #Talentsoft #Maroc #RH #Digitalisation #transformation #Numérique",https://facebook.com/204839736199042/posts/2680920695257588,204839736199042,Kertys,,facebook,0.0,2.0,0.0
1,2020-04-29 14:20:05+00:00,204839736199042_3577464135603235,"La #digitalworkplace est l'environnement numérique de travail ultime.

✅ Kertys vous accompagne dans la mise en œuvre d'espaces #collaboratifs de #télétravail avec sa plateforme  #kertys #digital #workplace qui allie software et service permettant aux entreprises en quelques jours de mettre en place une digitalisation de leurs documents et processus métiers collaboratifs.

✅ KERTYS Digital Workplace contient une série d’applications digitales web et mobiles prêtes à l’emploi incluant :
• le Bureau d’ordre,
• le parapheur électronique,
• la gestion des factures fournisseurs,
• la gestion des appels d’offres,
• la gestion des contrats, …et bien d’autres applications.

#digitalmorocco #digitalnow #digitalmaroc #digitalafrique
#digitalworkspace #MarocDigital #AfriqueDigitale
#digitaltransformation #modernbusiness #digitalera #digitalexperiences #betterbusiness #africa #Iris #Kofax",https://facebook.com/204839736199042/posts/3577464135603235,204839736199042,Kertys,,facebook,2.0,4.0,0.0
2,2019-10-03 15:08:23+00:00,204839736199042_3076516185698035,"Grâce à la fonction Mobilité interne sur Talentsoft Mobile, connectez directement vos employés avec des opportunités internes en temps réel ! Les employés peuvent accéder à tous les postes vacants internes qui correspondent à leurs intérêts et postuler pour un nouvel emploi en quelques clics.
#Kertys #Talentsoft #SIRH #gestionrh #Maroc #afrique #digital",https://facebook.com/204839736199042/posts/3076516185698035,204839736199042,Kertys,,facebook,0.0,28.0,2.0
3,2020-06-09 11:34:00+00:00,204839736199042_3688500547832926,"Kertys partenaire N°1 au Maroc et Afrique du club Talentsoft 2020
Venez nous retrouver lors de cet événement pour discuter ensemble de vos projets HR et découvrir les dernières nouveautés technologies du SIRH
Inscrivez-vous gratuitement 👉 https://buff.ly/303XIX8 

#SIRH #SIRHMAROC #talentsoftmaroc #leaders #culturedentreprise #ressourceshumaines #carrières #mobilité #gpec #formations #Covid19 #Maroc #Coronavirus #Morocco #digitalmaroc #digitalnow",https://facebook.com/204839736199042/posts/3688500547832926,204839736199042,Kertys,,facebook,0.0,43.0,0.0
4,2017-09-28 08:27:12+00:00,204839736199042_1949173348432330,,https://facebook.com/204839736199042/posts/1949173348432330,204839736199042,Kertys,,facebook,0.0,0.0,0.0
5,2019-09-26 09:50:56+00:00,204839736199042_3061186223897698,"#assurance #mutuelle #maroc
La digitalisation du secteur d'assurance au Maroc, doit démarrer dans un premier temps avec la dématérialisation simple de documents papier.
Aujourd’hui, de nombreuses perspectives d’évolutions technologique peuvent être imaginées dans les offres de services proposés grâce à un levier qui est la reflexion zéro-papier et mobilité au travers des appli mobiles Métier, 
https://lnkd.in/dH5Q8t4
#ged #transformationdigitale",https://facebook.com/204839736199042/posts/3061186223897698,204839736199042,Kertys,,facebook,0.0,0.0,0.0
6,2019-04-18 08:49:31+00:00,204839736199042_2748506341832356,,https://facebook.com/204839736199042/posts/2748506341832356,204839736199042,Kertys,,facebook,0.0,0.0,0.0
7,2018-12-13 11:25:00+00:00,204839736199042_2543397412343251,"[ WEBINAR ] 📢

"" Le Digital Learning : bilan des usages et perspectives 2019 ""
Talentsoft vous donne rendez-vous au webinar du jeudi 20 décembre 2018 à 14h 📆

 ✏️ Inscrivez-vous dès maintenant ! 

➡️ https://bit.ly/2LfdvsI",https://facebook.com/204839736199042/posts/2543397412343251,204839736199042,Kertys,,facebook,0.0,0.0,0.0
8,2019-06-18 09:14:40+00:00,204839736199042_2861238943892428,"[Une #solution #GED/ #ECM simple et sécurisée ]
Gérez vos documents et informations sans investir dans une #infrastructure de #serveur #local qui nécessitera de la maintenance et facilitez l’accès aux fichiers et aux contenus de tous vos référentiels de données, partout dans le monde, même via des appareils mobiles.
#mfiles #kertys #gestiondocument #maroc",https://facebook.com/204839736199042/posts/2861238943892428,204839736199042,Kertys,,facebook,0.0,0.0,0.0
9,2019-10-01 11:23:06+00:00,204839736199042_3071928009490186,"La dématérialisation des contrats génère évidemment des économies de papier et une réduction des coûts associés (impression, stockage, affranchissement, etc.) mais également un gain de productivité. Pour certains, la dématérialisation est une source de revenu et un outil de gestion. (cas de Orange avec plus de 250 magasins)
#kertys #mfiles
#ged #transformationdigitale #experienceclient #gouvernance #employeeexperience  #artificialintelligence #maroc #afrique #dématérialisation",https://facebook.com/204839736199042/posts/3071928009490186,204839736199042,Kertys,,facebook,0.0,0.0,0.0
10,2019-07-05 12:23:52+00:00,204839736199042_2894555367227452,,https://facebook.com/204839736199042/posts/2894555367227452,204839736199042,Kertys,,facebook,0.0,0.0,0.0
11,2019-01-11 15:30:01+00:00,204839736199042_2572824489400543,""" Le Saviez-vous? ""   #versionkertys

Talentsoft fournit une plateforme B2C pour engager pleinement les employés et les candidats : première utilisation mobile, feedback social, apprentissage à la demande, sourcing social, chatbots

#kertysmaroc #talentsoft",https://facebook.com/204839736199042/posts/2572824489400543,204839736199042,Kertys,,facebook,0.0,1.0,0.0
12,2019-04-04 08:31:32+00:00,204839736199042_2725291390820518,,https://facebook.com/204839736199042/posts/2725291390820518,204839736199042,Kertys,,facebook,0.0,0.0,0.0
13,2020-04-13 14:36:20+00:00,204839736199042_3535963323086650,"#Kertys #digital #workplace, un concept innovant qui allie software et service permettant aux entreprises en quelques jours de mettre en place une digitalisation de leurs documents et processus métiers collaboratifs.  

Basée sur #MFiles en mode #cloud #hybrid et connectée avec les outils collaboratifs et bureautiques #Office365 et #GSuite, KERTYS Digital Workplace contient une série d’applications digitales prêtes à l’emploi incluant : 

• #bureau d’ordre, 
• #parapheur électronique, 
• la gestion des factures fournisseurs, 
• la gestion des #appels #d’offres, 
• la gestion des contrats, ...et bien d’autres applications.

✅ Pour bénéficier de cette offre, merci de vous inscrire sur : 👉 lien en commentaire",https://facebook.com/204839736199042/posts/3535963323086650,204839736199042,Kertys,,facebook,3.0,47.0,0.0
14,2019-06-04 09:00:01+00:00,204839736199042_2832230196793303,"[Solution #GED] C'est le moment d'essayer M-Files

Que vous cherchiez à : 
✔️ Trouvez les informations en fonction de leur nature, plutôt que de leur emplacement de stockage
✔️ Recherchez, consultez et gérez tous les contenus du réseau d’entreprise
✔️ Exploitez l’intelligence artificielle, pour gérer plus efficacement documents et contenus
✔️ Choisissez votre plateforme préférée : sur le Cloud, sur site ou hybride
✔️ Trouvez, consultez et modifiez des contenus avec n’importe quel appareil

Contactez nous au 00 212 6 63 63 81 60 / 00 33 6 66 08 48 82 
ou Demandez votre démo sur http://ow.ly/Ad2C50l4R7x",https://facebook.com/204839736199042/posts/2832230196793303,204839736199042,Kertys,,facebook,0.0,0.0,0.0
15,2019-06-03 12:32:00+00:00,204839736199042_2831907580158898,"Les systèmes d’information sont devenus de plus en plus connectés aux différentes activités de l’entreprise. La gestion électronique des documents (GED) permet d’organiser et de gérer les documents et les informations qu’ils contiennent, par différentes méthodes d’acquisition, de classement et de consultation.

#kertys #GED #maroc #gestion #document
https://www.kertys.com/solution-gestion-documents-ged-maroc/",https://facebook.com/204839736199042/posts/2831907580158898,204839736199042,Kertys,,facebook,0.0,0.0,0.0
16,2019-03-12 10:07:20+00:00,204839736199042_2688162044533453,,https://facebook.com/204839736199042/posts/2688162044533453,204839736199042,Kertys,,facebook,0.0,0.0,0.0
17,2020-11-11 10:07:09+00:00,204839736199042_4162521833764126,"M-Files a annoncé l'intégration de la principale solution de signature électronique @adobe Sign pour fournir aux clients des signatures électroniques de documents faciles et sécurisées. Des signatures légales peuvent désormais être appliquées à tout document géré par M-Files afin d'accélérer les transactions et les approbations.
#digitaltransformation #modernbusiness #digitalera #digitalexperiences #betterbusiness #africa #mfiles #digitalworkplace #automation #iris #hubstore
#ged #GEC #mfilesmaroc #digitalmorocco #digitalnow
#digitalmaroc #digitalafrique #MarocDigital
#AfriqueDigitale",https://facebook.com/204839736199042/posts/4162521833764126,204839736199042,Kertys,,facebook,0.0,20.0,1.0
